"text","locale","scopes","audio_status","asset","families","sources"
"Mình học lại bài Hobby Skills nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/fe06d31bb3ecb9ec525f8bba.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Hobby Time nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/fb6e359c7f0885ced76f167d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài How Do You Go? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/e9639b005e6350fc662f7401.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài How Much? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/a662e12afd97af9f2c1da7f7.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài In Class nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/724d3863773a5e7554a1aee6.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài J to R Letters nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/20f1cca11ad1d8620773e3af.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài J to R Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/50f200d286cb715857c5b341.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Make a Plan nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/718325ab8b0cb87189d2a41d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Meet My Family nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/5d8ad1a3e02fdc494f74e0d8.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Menu Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/3a99547284ce1f7b4f45f6f2.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Move With Me nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d6e008211a8ead8e58985c9d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Choice nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/38a2daa40b01f9e53977c052.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Devices nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/8d6faa26f449b9b57450e647.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Feelings nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/304ff5aa14f76513737fa566.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Goal nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/64f41179235a79c5bff9992c.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Opinion nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/504272be0244ef49af8dd97f.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Order nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/9835266ee8f7764f7690a9f5.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Plan nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/74ece38376ac40855bc8e33a.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Routine nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/56e3e8d9bc0f85a489588805.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Skills nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/cecdcc7e57ad443777994a64.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Turn nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/1e2e538b1d834efcbe26c93b.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài My Week nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d5b881afe708f67a04cec9e0.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài này từ đầu nha.","vi-VN","catalog_only","ready","assets/audio/MAIN/AI-044.vi.v1.mp3","assistant_catalog","lib/features/voice_navigation/domain/homi_fallback_catalog.dart"
"Mình học lại bài này từ đầu nhé","vi-VN","current","ready","assets/audio/MAIN/RUN-029.vi.v1.mp3","main_flow","lib/features/voice_navigation/application/main_voice_assistant_flow.dart"
"Mình học lại bài Next Step nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d2fc9c3b671536ce0d6384c0.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Numbers 1-10 nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d160130afc3d0b69248aadbf.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Numbers 11-20 nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/9ef887da48c9c1c1ece1933a.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Numbers in Life nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/03361d69bec5c8291d1af47f.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài One to Ten nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/ff53e0750c5a6b217e7bf308.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Online Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/111bd9e3050b17df6d709423.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Place Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/57634c684a018400eee0c033.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Plan My Time nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/694958a342a450007ddfe913.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Plan the Day nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/e2ed43908ae99568d85a6d24.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Plan Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/847e655d91653384d03e1969.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Play Together nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/293995e785865993671b7707.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Polite Replies nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/092395ae4c20dc37461a3d32.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Price & Budget nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/37961d293632176c395592ee.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Private Info nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/e961640db7e99b560ee573fe.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Problem Phrases nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/998f99461d21bc30875c6ab5.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài S to Z Letters nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/978e90ca6c8e172411e918d2.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài S to Z Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/e98560a538d4e5fe7c78e3f9.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Save Resources nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/9bf65e70da201a1c7ce2b770.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài School Subjects nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/c1eb5259cc6252e92af5f66f.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài School Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/603bee993a433042be7f2cae.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Shape Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/90a3f7b3ca0a3fd71226450b.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Shapes Around Me nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/099ebfc51fa8e570887c9cba.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Shop Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/bf2ca6ee676dc810a0ab1417.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Simple Directions nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/ae9e09aa78e8612152bf3a08.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Simple Solutions nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/09ca2f88abcd9e180a757d14.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Small Steps nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/c8e6ac97074c6d038eba311d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Station Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d8c1cd5b481e6a8d2d29f9f7.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Stay Clean nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/bfe3f0cbe5c912f0c2c3eb54.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Stay Private nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/126bb678b3bbb82917900fad.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Stay Safe nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/23b938454ff5c38d984d5412.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Stress Signs nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/a9dfd25b2b5d31ae48e31f3d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Study Actions nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/05937cb8138df4221d752ec3.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Study Routine nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/3cb072bb2f6906dbde445d4a.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Tasty Foods nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/b7389f79632a8ae22c97cfb6.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Tell What Happened nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/845d460186ed302f7269d5a1.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Time & Tasks nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/ad04a6d001620af6bf2f6e58.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Time Blocks nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/04e88f208afb88171ad665c1.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Town Places nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/f115b7d62c366c84dd813fec.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Transport Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/552247bc982a8c37ec29f2b0.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Weather Choices nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/75da28d289e34c2dd326ea13.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Weather Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/e0692b04e97ab861e8c7e03b.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Weekend Fun nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/ff0be261eb3024d1a54db11d.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Weekend Words nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/ba5f3f7353d8c5198d733066.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Weekly Activities nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/3f7979e77ff595752ae90e4f.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài What Color? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/64e863cf0e16d9290ab63d42.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài What Shape? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/97bdbca94616fba92a1e64a9.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài What to Wear? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/63ae071075ecee28ef99a6c4.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Where Are We? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/7fc2b9a870b7620ae705ee37.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Which Animal? nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/d29f5b2704f7d9db08779412.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học lại bài Yesterday Actions nhé.","vi-VN","current","ready","assets/audio/CURRICULUM/fa801568237fc5da5dd10212.vi.v1.mp3","lesson_relearn","lib/features/listening/presentation/lesson_intro_screen.dart"
"Mình học sau giờ học: I study after school hay I exercise before dinner?","vi-VN","current","ready","assets/audio/CURRICULUM/63d4fd14f2f181b59e9fcc33.vi.v1.mp3","challenge_question","lib/features/listening/presentation/lesson_challenge_screen.dart"
"Mình học sau giờ học.","vi-VN","current;catalog_only","ready","assets/audio/CURRICULUM/62db9a980124aed85cd90f50.vi.v1.mp3","core_vi;challenge_answer_vi","lib/features/listening/presentation/lesson_practice_screen.dart;assets/data/listening_lessons.json"
"Mình học tiếp bài “A to I Letters” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “A to I Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Animal Abilities” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Animal Names” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Animal Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Ask for Help” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Ask for Info” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Ask the Price” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Ask the Way” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Best Way” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Body Moves” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Body Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Buy or Save?” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Choose One” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Classroom Talk” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Color Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Colors on Things” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Compare Two” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Count With Me” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Day Actions” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Device Uses” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Do You Like?” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Family Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Feel Better” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Food Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Food, Please” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Getting There” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Give a Reason” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Go Green” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Good At” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Good Habits” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Happy Day” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Healthy Actions” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Help a Friend” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Hobby Skills” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Hobby Time” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “How Do You Go?” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “How Much?” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “In Class” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “J to R Letters” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “J to R Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Make a Plan” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Meet My Family” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Menu Words” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Move With Me” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Choice” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Devices” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Feelings” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Goal” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Opinion” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Order” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Plan” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Routine” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Skills” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Turn” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “My Week” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Next Step” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Numbers 1-10” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Numbers 11-20” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “Numbers in Life” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
"Mình học tiếp bài “One to Ten” nhé. Bắt đầu từ chỗ lúc trước nào!","vi-VN","compatibility","missing_exact_audio","","legacy_guide","lib/features/listening/domain/lesson_guide_flow.dart"
